country,year,text,context
Russia,2018,"i should note that our military doctrine says russia reserves the right to use nuclear weapons solely in response to a nuclear attack, or an attack with other weapons of mass destruction against the country or its allies, or an act of aggression against us with the use of conventional weapons that threaten the very existence of the state.",PAFA
Russia,2018,"this all is very clear and specific.as such, i see it is my duty to announce the following.",PAFA
Russia,2018,"any use of nuclear weapons against russia or its allies, weapons of short, medium or any range at all, will be considered as a nuclear attack on this country.",PAFA
Russia,2018,"retaliation will be immediate, with all the attendant consequences.",PAFA
Russia,2018,there should be no doubt about this whatsoever.,PAFA
Russia,2018,there is no need to create more threats to the world.,PAFA
Russia,2018,"instead, let us sit down at the negotiating table and devise together a new and relevant system of international security and sustainable development for human civilisation.",PAFA
Russia,2018,we have been saying this all along.,PAFA
Russia,2018,all these proposals are still valid.,PAFA
Russia,2018,russia is ready for this.our policies will never be based on claims to exceptionalism.,PAFA
Russia,2018,we protect our interests and respect the interests of other countries.,PAFA
Russia,2018,we observe international law and believe in the inviolable central role of the un.,PAFA
Russia,2018,"these are the principles and approaches that allow us to build strong, friendly and equal relations with the absolute majority of countries.our comprehensive strategic partnership with the people’s republic of china is one example.",PAFA
Russia,2018,russia and india also enjoy a special privileged strategic relationship.,PAFA
Russia,2018,our relations with many other countries in the world are entering a new dynamic stage.russia is widely involved in international organisations.,PAFA
Russia,2018,"with our partners, we are advancing such associations and groups as the csto, the shanghai cooperation organisation and brics.",PAFA
Russia,2018,"we are promoting a positive agenda at the un, g20 and apec.",PAFA
Russia,2018,we are interested in normal and constructive cooperation with the united states and the european union.,PAFA
Russia,2018,"we hope that common sense will prevail and our partners will opt for honest and equal work together.even if our views clash on some issues, we still remain partners because we must work together to respond to the most complex challenges, ensure global security, and build the future world, which is becoming increasingly interconnected, with more and more dynamic integration processes.russia and its partners in the eurasian economic union seek to make it a globally competitive integration group.",PAFA
Russia,2018,"the eaeu’s agenda includes building a common market for electricity, oil, petroleum products and gas, harmonising financial markets, and linking our customs authorities.",PAFA
